,Year,Team,Name,Salary,Prev_Salary
7910,2025,LG,유영찬,21000,8500
7911,2024,LG,유영찬,8500,3100
7912,2023,LG,유영찬,3100,2700
7913,2020,LG,유영찬,2700,
7914,2014,SK/SSG,유영하,2400,-
7915,2013,SK/SSG,유영하,-,
7916,2009,KIA,유용목,2300,2300
7917,2008,KIA,유용목,2300,2200
7918,2007,SAMSUNG,유용목,2200,
7919,2019,NC,유원상,6000,6000
7920,2018,NC,유원상,6000,6000
7921,2017,LG,유원상,6000,7500
7922,2016,LG,유원상,7500,12000
7923,2015,LG,유원상,12000,7500
7924,2014,LG,유원상,7500,12500
7925,2013,LG,유원상,12500,6000
7926,2012,LG,유원상,6000,5500
7927,2011,LG,유원상,5500,5500
7928,2021,KT,유원상,8000,4000
7929,2020,KT,유원상,4000,6000
7930,2010,HANWHA,유원상,5500,5000
7931,2009,HANWHA,유원상,5000,3000
7932,2008,HANWHA,유원상,3000,2100
7933,2007,HANWHA,유원상,2100,-
7934,2006,HANWHA,유원상,-,
7935,2018,LG,유원석,2700,
7936,2020,HANWHA,유장혁,3200,2700
7937,2019,HANWHA,유장혁,2700,
7938,2018,KIA,유재신,6500,6500
7939,2017,KIA,유재신,6500,6000
7940,2019,KIA,유재신,5700,6500
7941,2020,KIA,유재신,4700,5700
7942,2016,HEROES,유재신,6000,4000
7943,2015,HEROES,유재신,4000,4200
7944,2014,HEROES,유재신,4200,3200
7945,2013,HEROES,유재신,3200,2400
7946,2012,HEROES,유재신,2400,2400
7947,2009,HEROES,유재신,2400,2000
7948,2008,HEROES,유재신,2000,
7949,2011,DOOSAN,유재웅,4800,5000
7950,2010,DOOSAN,유재웅,5000,4400
7951,2009,DOOSAN,유재웅,4400,2800
7952,2008,DOOSAN,유재웅,2800,3200
7953,2007,DOOSAN,유재웅,3200,2000
7954,2004,DOOSAN,유재웅,2000,-
7955,2003,DOOSAN,유재웅,-,2000
7956,2002,DOOSAN,유재웅,2000,
7957,2012,SK/SSG,유재웅,4800,4800
7958,2022,DOOSAN,유재유,3200,3200
7959,2021,DOOSAN,유재유,3200,3200
7960,2018,DOOSAN,유재유,3200,3000
7961,2017,LG,유재유,3000,2700
7962,2016,LG,유재유,2700,
7963,2014,KIA,유재혁,2700,
7964,2025,NC,유재현,3000,
7965,2017,HEROES,유재훈,2700,2700
7966,2016,HEROES,유재훈,2700,
7967,2016,LOTTE,유정민,2700,2400
7968,2012,LOTTE,유정민,2400,
7969,2024,LOTTE,유제모,3000,
7970,2025,KT,유준규,3000,3000
7971,2022,KT,유준규,3000,3000
7972,2021,KT,유준규,3000,
7973,2025,KIA,유지성,3200,3100
7974,2024,KIA,유지성,3100,3000
7975,2023,KIA,유지성,3000,2700
7976,2020,KIA,유지성,2700,
7977,2015,KIA,유창식,6400,6400
7978,2016,KIA,유창식,6000,6400
7979,2014,HANWHA,유창식,6400,6400
7980,2013,HANWHA,유창식,6400,6400
7981,2012,HANWHA,유창식,6400,2400
7982,2011,HANWHA,유창식,2400,
7983,2015,DOOSAN,유창준,2800,2600
7984,2014,DOOSAN,유창준,2600,
7985,2025,LOTTE,유태웅,-,
7986,2001,DOOSAN,유필선,3000,
7987,2007,HYUNDAI,유한준,3500,2100
7988,2006,HYUNDAI,유한준,2100,2000
7989,2005,HYUNDAI,유한준,2000,
7990,2021,KT,유한준,50000,50000
7991,2020,KT,유한준,50000,60000
7992,2019,KT,유한준,60000,60000
7993,2018,KT,유한준,60000,60000
7994,2017,KT,유한준,60000,60000
7995,2016,KT,유한준,60000,28000
7996,2015,HEROES,유한준,28000,11500
7997,2014,HEROES,유한준,11500,11500
7998,2013,HEROES,유한준,11500,12500
7999,2012,HEROES,유한준,12500,8800
8000,2011,HEROES,유한준,8800,3500
8001,2010,HEROES,유한준,3500,3500
8002,2002,LG,유현승,4100,2500
8003,2001,LG,유현승,2500,
8004,2004,HANWHA,유혜정,1900,1700
8005,2003,HANWHA,유혜정,1700,-
8006,2002,HANWHA,유혜정,-,
8007,2023,SK/SSG,유호식,3000,3000
8008,2022,SK/SSG,유호식,3000,3000
8009,2021,SK/SSG,유호식,3000,2700
8010,2018,SK/SSG,유호식,2700,
8011,2025,KT,유호식,3000,3000
8012,2021,DOOSAN,유희관,30000,47000
8013,2020,DOOSAN,유희관,47000,35000
8014,2019,DOOSAN,유희관,35000,50000
8015,2018,DOOSAN,유희관,50000,50000
8016,2017,DOOSAN,유희관,50000,40000
8017,2016,DOOSAN,유희관,40000,20000
8018,2015,DOOSAN,유희관,20000,10000
8019,2014,DOOSAN,유희관,10000,2600
8020,2013,DOOSAN,유희관,2600,2500
8021,2010,DOOSAN,유희관,2500,
8022,2025,SAMSUNG,육선엽,3500,3000
8023,2024,SAMSUNG,육선엽,3000,
8024,2025,KT,육청명,3500,3000
8025,2024,KT,육청명,3000,
8026,2020,SK/SSG,윤강민,2700,2700
8027,2019,NC,윤강민,2700,2700
8028,2018,NC,윤강민,2700,2700
8029,2015,NC,윤강민,2700,2400
8030,2013,NC,윤강민,2400,
8031,2024,KT,윤강찬,3000,3000
8032,2023,KT,윤강찬,3000,2700
8033,2022,KT,윤강찬,2700,2700
8034,2020,KT,윤강찬,2700,2700
8035,2018,KT,윤강찬,2700,
8036,2010,HANWHA,윤경영,2400,2200
8037,2008,HANWHA,윤경영,2200,
8038,2020,HANWHA,윤규진,17000,20000
8039,2019,HANWHA,윤규진,20000,21000
8040,2018,HANWHA,윤규진,21000,18000
8041,2017,HANWHA,윤규진,18000,17000
8042,2016,HANWHA,윤규진,17000,12000
8043,2015,HANWHA,윤규진,12000,8000
8044,2014,HANWHA,윤규진,8000,7500
8045,2011,HANWHA,윤규진,7500,6500
8046,2010,HANWHA,윤규진,6500,7500
8047,2009,HANWHA,윤규진,7500,4000
8048,2008,HANWHA,윤규진,4000,4800
8049,2007,HANWHA,윤규진,4800,4300
8050,2005,HANWHA,윤규진,4300,2300
8051,2004,HANWHA,윤규진,2300,2000
8052,2003,HANWHA,윤규진,2000,
8053,2019,KT,윤근영,3700,4200
8054,2018,KT,윤근영,4200,4000
8055,2017,KT,윤근영,4000,6200
8056,2016,KT,윤근영,6200,6200
8057,2015,KT,윤근영,6200,5700
8058,2014,HANWHA,윤근영,5700,-
8059,2013,HANWHA,윤근영,-,3600
8060,2012,HANWHA,윤근영,3600,2600
8061,2011,HANWHA,윤근영,2600,2500
8062,2010,HANWHA,윤근영,2500,2500
8063,2007,HANWHA,윤근영,2500,-
8064,2006,HANWHA,윤근영,-,-
8065,2005,HANWHA,윤근영,-,
8066,2001,HANWHA,윤근주,1700,
8067,2015,HANWHA,윤기호,2700,2600
8068,2014,HANWHA,윤기호,2600,
8069,2019,LOTTE,윤길현,50000,50000
8070,2018,LOTTE,윤길현,50000,50000
8071,2017,LOTTE,윤길현,50000,50000
8072,2016,LOTTE,윤길현,50000,22000
8073,2015,SK/SSG,윤길현,22000,14500
8074,2014,SK/SSG,윤길현,14500,12500
8075,2013,SK/SSG,윤길현,12500,15500
8076,2012,SK/SSG,윤길현,15500,13000
8077,2009,SK/SSG,윤길현,13000,12000
8078,2008,SK/SSG,윤길현,12000,7300
8079,2007,SK/SSG,윤길현,7300,5600
8080,2006,SK/SSG,윤길현,5600,3300
8081,2005,SK/SSG,윤길현,3300,3500
8082,2004,SK/SSG,윤길현,3500,2500
8083,2003,SK/SSG,윤길현,2500,2000
8084,2002,SK/SSG,윤길현,2000,
8085,2017,SAMSUNG,윤대경,2800,2800
8086,2015,SAMSUNG,윤대경,2800,
8087,2025,HANWHA,윤대경,7000,11000
8088,2024,HANWHA,윤대경,11000,9000
8089,2023,HANWHA,윤대경,9000,9730
8090,2022,HANWHA,윤대경,9730,7700
8091,2021,HANWHA,윤대경,7700,2800
8092,2020,HANWHA,윤대경,2800,2800
8093,2015,NC,윤대영,2700,2400
8094,2014,NC,윤대영,2400,2400
8095,2013,NC,윤대영,2400,
8096,2019,LG,윤대영,3300,2900
8097,2018,LG,윤대영,2900,2700
8098,2015,KT,윤도경,2700,
8099,2025,KIA,윤도현,3200,3000
8100,2024,KIA,윤도현,3000,3000
8101,2023,KIA,윤도현,3000,3000
8102,2022,KIA,윤도현,3000,
8103,2006,LG,윤동건,-,
8104,2025,LOTTE,윤동희,20000,9000
8105,2024,LOTTE,윤동희,9000,3300
8106,2023,LOTTE,윤동희,3300,3000
8107,2022,LOTTE,윤동희,3000,
8108,2022,DOOSAN,윤명준,14000,15600
8109,2021,DOOSAN,윤명준,15600,21000
8110,2020,DOOSAN,윤명준,21000,14500
8111,2019,DOOSAN,윤명준,14500,11500
8112,2016,DOOSAN,윤명준,11500,10700
8113,2015,DOOSAN,윤명준,10700,5700
8114,2014,DOOSAN,윤명준,5700,2400
8115,2013,DOOSAN,윤명준,2400,2400
8116,2012,DOOSAN,윤명준,2400,
8117,2023,LOTTE,윤명준,6000,14000
8118,2022,KIA,윤민석,3000,
8119,2013,KIA,윤민섭,2400,
8120,2012,KIA,윤민호,-,
8121,2018,NC,윤병호,3500,3000
8122,2017,NC,윤병호,3000,2900
8123,2016,NC,윤병호,2900,2700
8124,2015,NC,윤병호,2700,
8125,2020,DOOSAN,윤산흠,2700,2700
8126,2019,DOOSAN,윤산흠,2700,
8127,2023,HANWHA,윤산흠,4800,3100
8128,2022,HANWHA,윤산흠,3100,3000
8129,2021,HANWHA,윤산흠,3000,2700
8130,2009,SK/SSG,윤상균,-,-
8131,2008,SK/SSG,윤상균,-,
8132,2011,LG,윤상균,-,-
8133,2010,LG,윤상균,-,-
8134,2004,DOOSAN,윤상무,2000,
8135,2025,KT,윤상인,3000,
8136,2018,KIA,윤석민,125000,125000
8137,2018,KIA,윤석민,125000,21000
8138,2017,KIA,윤석민,125000,125000
8139,2017,KIA,윤석민,125000,16000
8140,2016,KIA,윤석민,125000,125000
8141,2016,KIA,윤석민,125000,9700
8142,2015,KIA,윤석민,125000,7700
8143,2013,KIA,윤석민,38000,38000
8144,2013,KIA,윤석민,38000,4100
8145,2012,KIA,윤석민,38000,19000
8146,2012,KIA,윤석민,38000,2400
8147,2010,KIA,윤석민,22000,18000
8148,2019,KIA,윤석민,20000,125000
8149,2019,KIA,윤석민,20000,31000
8150,2011,KIA,윤석민,19000,22000
8151,2009,KIA,윤석민,18000,11000
8152,2008,KIA,윤석민,11000,9000
8153,2008,KIA,윤석민,11000,2000
8154,2007,KIA,윤석민,9000,4500
8155,2007,KIA,윤석민,9000,2000
8156,2006,KIA,윤석민,4500,2000
8157,2013,DOOSAN,윤석민,7700,38000
8158,2013,DOOSAN,윤석민,7700,4100
8159,2012,DOOSAN,윤석민,4100,19000
8160,2012,DOOSAN,윤석민,4100,2400
8161,2011,DOOSAN,윤석민,2400,22000
8162,2007,DOOSAN,윤석민,2000,4500
8163,2007,DOOSAN,윤석민,2000,2000
8164,2006,DOOSAN,윤석민,2000,2000
8165,2005,DOOSAN,윤석민,2000,-
8166,2004,DOOSAN,윤석민,-,
8167,2020,SK/SSG,윤석민,18000,20000
8168,2020,SK/SSG,윤석민,18000,24000
8169,2019,KT,윤석민,24000,125000
8170,2019,KT,윤석민,24000,31000
8171,2018,KT,윤석민,31000,125000
8172,2018,KT,윤석민,31000,21000
8173,2017,KT,윤석민,21000,125000
8174,2017,KT,윤석민,21000,16000
8175,2016,HEROES,윤석민,16000,125000
8176,2016,HEROES,윤석민,16000,9700
8177,2015,HEROES,윤석민,9700,7700
8178,2014,HEROES,윤석민,7700,38000
8179,2014,HEROES,윤석민,7700,7700
8180,2024,HEROES,윤석원,4300,3000
8181,2023,HEROES,윤석원,3000,3000
8182,2022,HEROES,윤석원,3000,
8183,2016,SK/SSG,윤석주,2800,2700
8184,2015,SK/SSG,윤석주,2700,2400
8185,2014,SK/SSG,윤석주,2400,-
8186,2013,SK/SSG,윤석주,-,-
8187,2010,SK/SSG,윤석주,-,2000
8188,2009,SK/SSG,윤석주,2000,
8189,2009,SK/SSG,윤성길,6000,-
8190,2008,LG,윤성길,-,-
8191,2007,LG,윤성길,-,
8192,2024,SK/SSG,윤성보,3000,
8193,2025,LOTTE,윤성빈,3100,3100
8194,2024,LOTTE,윤성빈,3100,3100
8195,2023,LOTTE,윤성빈,3100,3100
8196,2022,LOTTE,윤성빈,3100,3100
8197,2021,LOTTE,윤성빈,3100,2800
8198,2020,LOTTE,윤성빈,2800,4200
8199,2019,LOTTE,윤성빈,4200,2700
8200,2018,LOTTE,윤성빈,2700,2700
8201,2017,LOTTE,윤성빈,2700,
8202,2020,SAMSUNG,윤성환,40000,40000
8203,2019,SAMSUNG,윤성환,40000,80000
8204,2018,SAMSUNG,윤성환,80000,80000
8205,2017,SAMSUNG,윤성환,80000,80000
8206,2016,SAMSUNG,윤성환,80000,80000
8207,2015,SAMSUNG,윤성환,80000,45000
8208,2014,SAMSUNG,윤성환,45000,30000
8209,2013,SAMSUNG,윤성환,30000,25000
8210,2012,SAMSUNG,윤성환,25000,15000
8211,2011,SAMSUNG,윤성환,15000,18000
8212,2010,SAMSUNG,윤성환,18000,11000
8213,2009,SAMSUNG,윤성환,11000,7000
8214,2008,SAMSUNG,윤성환,7000,
8215,2021,KT,윤세훈,3000,
8216,2021,NC,윤수강,3100,3200
8217,2020,NC,윤수강,3200,2700
8218,2018,NC,윤수강,2700,
8219,2023,LOTTE,윤수녕,3000,
8220,2022,DOOSAN,윤수호,4000,5000
8221,2019,DOOSAN,윤수호,5000,4700
8222,2018,DOOSAN,윤수호,4700,2700
8223,2017,NC,윤수호,2700,2700
8224,2016,NC,윤수호,2700,2700
8225,2015,KT,윤수호,2700,
8226,2006,DOOSAN,윤승균,3400,-
8227,2005,DOOSAN,윤승균,-,
8228,2019,HANWHA,윤승열,3100,2900
8229,2016,HANWHA,윤승열,2900,2400
8230,2014,HANWHA,윤승열,2400,2400
8231,2012,HANWHA,윤승열,2400,
8232,2014,LOTTE,윤여운,2400,2400
8233,2012,LOTTE,윤여운,2400,
8234,2016,LG,윤여운,2700,2700
8235,2015,KT,윤여운,2700,2400
8236,2011,SAMSUNG,윤영삼,2400,
8237,2013,NC,윤영삼,2400,2400
8238,2020,HEROES,윤영삼,9800,6000
8239,2019,HEROES,윤영삼,6000,4500
8240,2018,HEROES,윤영삼,4500,2900
8241,2017,HEROES,윤영삼,2900,2500
8242,2014,HEROES,윤영삼,2500,2400
8243,2017,SAMSUNG,윤영수,2900,2700
8244,2015,SAMSUNG,윤영수,2700,
8245,2025,KIA,윤영철,12000,9000
8246,2024,KIA,윤영철,9000,3000
8247,2023,KIA,윤영철,3000,
8248,2012,KIA,윤완주,-,
8249,2016,KIA,윤완주,3500,3500
8250,2015,KIA,윤완주,3500,3500
8251,2014,KIA,윤완주,3500,-
8252,2014,LG,윤요섭,10000,6500
8253,2013,LG,윤요섭,6500,4200
8254,2012,LG,윤요섭,4200,
8255,2017,KT,윤요섭,5600,6500
8256,2016,KT,윤요섭,6500,6000
8257,2015,KT,윤요섭,6000,10000
8258,2009,DOOSAN,윤요한,-,
8259,2007,DOOSAN,윤재국,5200,-
8260,2006,DOOSAN,윤재국,-,-
8261,2005,DOOSAN,윤재국,-,5000
8262,2004,DOOSAN,윤재국,5000,5000
8263,2003,LOTTE,윤재국,5000,4300
8264,2002,LOTTE,윤재국,4300,4300
8265,2009,SK/SSG,윤재국,5500,5500
8266,2001,SK/SSG,윤재국,4300,
8267,2008,HANWHA,윤재국,5500,5200
8268,2025,SAMSUNG,윤정빈,7400,3700
8269,2024,SAMSUNG,윤정빈,3700,3200
8270,2023,SAMSUNG,윤정빈,3200,3000
8271,2022,SAMSUNG,윤정빈,3000,2900
8272,2020,SAMSUNG,윤정빈,2900,2900
8273,2019,SAMSUNG,윤정빈,2900,2700
8274,2018,SAMSUNG,윤정빈,2700,
8275,2016,KIA,윤정우,2900,2800
8276,2011,KIA,윤정우,2400,
8277,2019,SK/SSG,윤정우,3000,3000
8278,2018,SK/SSG,윤정우,3000,4000
8279,2017,SK/SSG,윤정우,4000,2900
8280,2015,LG,윤정우,2800,-
8281,2014,LG,윤정우,-,2600
8282,2012,LG,윤정우,2600,2400
8283,2024,HEROES,윤정현,4000,4500
8284,2023,HEROES,윤정현,4500,4100
8285,2022,HEROES,윤정현,4100,3500
8286,2021,HEROES,윤정현,3500,2700
8287,2020,HEROES,윤정현,2700,2700
8288,2019,HEROES,윤정현,2700,
8289,2023,SAMSUNG,윤정훈,3100,3000
8290,2022,SAMSUNG,윤정훈,3000,
8291,2021,KT,윤종휘,2700,2700
8292,2020,KT,윤종휘,2700,
8293,2025,KT,윤준혁,3500,3000
8294,2024,KT,윤준혁,3000,3000
8295,2022,KT,윤준혁,3000,3000
8296,2021,KT,윤준혁,3000,2700
8297,2020,KT,윤준혁,2700,
8298,2024,DOOSAN,윤준호,3000,3000
8299,2023,DOOSAN,윤준호,3000,
8300,2023,KIA,윤중현,7900,6500
8301,2024,KIA,윤중현,6500,7900
8302,2022,KIA,윤중현,6500,3000
8303,2025,KIA,윤중현,6000,6500
8304,2021,KIA,윤중현,3000,2700
8305,2018,KIA,윤중현,2700,
8306,2015,SK/SSG,윤중환,2800,2400
8307,2011,SK/SSG,윤중환,2400,
8308,2016,HANWHA,윤중환,2800,2800
8309,2019,NC,윤지웅,5800,5800
8310,2018,LG,윤지웅,5800,9500
8311,2017,LG,윤지웅,9500,12500
8312,2016,LG,윤지웅,12500,7000
8313,2015,LG,윤지웅,7000,3500
8314,2014,LG,윤지웅,3500,-
8315,2013,LG,윤지웅,-,-
8316,2012,LG,윤지웅,-,2400
8317,2011,HEROES,윤지웅,2400,
8318,2019,LG,윤진호,6000,4200
8319,2018,LG,윤진호,4200,4000
8320,2017,LG,윤진호,4000,3300
8321,2016,LG,윤진호,3300,3300
8322,2015,LG,윤진호,3300,3300
8323,2012,LG,윤진호,3300,2600
8324,2011,LG,윤진호,2600,2400
8325,2010,LG,윤진호,2400,
8326,2003,DOOSAN,윤태수,2000,2000
8327,2002,DOOSAN,윤태수,2000,
8328,2023,SK/SSG,윤태현,3000,3000
8329,2022,SK/SSG,윤태현,3000,
8330,2025,DOOSAN,윤태호,3000,3000
8331,2024,DOOSAN,윤태호,3000,3000
8332,2022,DOOSAN,윤태호,3000,
8333,2019,KIA,윤해진,3900,
8334,2025,HEROES,윤현,3000,
8335,2004,SK/SSG,윤현식,2000,2700
8336,2003,LG,윤현식,2700,2500
8337,2002,LG,윤현식,2500,2300
8338,2001,LG,윤현식,2300,
8339,2004,SK/SSG,윤형국,2200,2200
8340,2003,SK/SSG,윤형국,2200,-
8341,2002,SK/SSG,윤형국,-,
8342,2015,NC,윤형배,2700,2400
8343,2014,NC,윤형배,2400,
8344,2024,NC,윤형준,6500,4000
8345,2023,NC,윤형준,4000,4000
8346,2022,NC,윤형준,4000,3000
8347,2021,NC,윤형준,3000,
8348,2004,KIA,윤형진,4500,4500
8349,2002,KIA,윤형진,4500,2700
8350,2001,KIA,윤형진,2700,
8351,2006,KIA,윤형진,2500,2500
8352,2005,KIA,윤형진,2500,4500
8353,2007,KIA,윤형진,2200,2500
8354,2024,LG,윤호솔,7000,8700
8355,2023,LG,윤호솔,8700,6350
8356,2022,HANWHA,윤호솔,6350,3100
8357,2021,HANWHA,윤호솔,3100,2900
8358,2020,HANWHA,윤호솔,2900,2700
8359,2019,HANWHA,윤호솔,2700,2700
8360,2018,HANWHA,윤호솔,2700,
8361,2009,KIA,윤효섭,-,
8362,2010,KIA,윤효섭,2400,-
8363,2020,SK/SSG,윤희상,7500,15500
8364,2019,SK/SSG,윤희상,15500,13000
8365,2018,SK/SSG,윤희상,13000,15000
8366,2017,SK/SSG,윤희상,15000,12000
8367,2016,SK/SSG,윤희상,12000,13500
8368,2015,SK/SSG,윤희상,13500,16000
8369,2014,SK/SSG,윤희상,16000,13000
8370,2013,SK/SSG,윤희상,13000,4500
8371,2012,SK/SSG,윤희상,4500,2500
8372,2011,SK/SSG,윤희상,2500,2400
8373,2010,SK/SSG,윤희상,2400,2000
8374,2009,SK/SSG,윤희상,2000,-
8375,2006,SK/SSG,윤희상,-,2000
8376,2005,SK/SSG,윤희상,2000,-
8377,2004,SK/SSG,윤희상,-,
8378,2018,KIA,윤희영,2700,
8379,2007,KIA,이강서,-,
8380,2022,LG,이강욱,3000,2700
8381,2019,LG,이강욱,2700,2700
8382,2018,LG,이강욱,2700,
8383,2022,LOTTE,이강준,3000,3000
8384,2021,LOTTE,이강준,3000,2700
8385,2020,KT,이강준,2700,
8386,2025,HEROES,이강준,3200,3200
8387,2023,HEROES,이강준,3200,3000
8388,2005,KIA,이강철,20000,20000
8389,2004,KIA,이강철,20000,20000
8390,2003,KIA,이강철,20000,18000
8391,2002,KIA,이강철,18000,17000
8392,2001,KIA,이강철,17000,
8393,2016,NC,이강혁,2700,
8394,2023,SK/SSG,이거연,3000,2700
8395,2020,SK/SSG,이거연,2700,
8396,2025,SK/SSG,이건욱,3200,6100
8397,2024,SK/SSG,이건욱,6100,3100
8398,2023,SK/SSG,이건욱,3100,3200
8399,2022,SK/SSG,이건욱,3200,3000
8400,2021,SK/SSG,이건욱,3000,3000
8401,2020,SK/SSG,이건욱,3000,2700
8402,2017,SK/SSG,이건욱,2700,2700
8403,2016,SK/SSG,이건욱,2700,-
8404,2015,SK/SSG,이건욱,-,2400
8405,2014,SK/SSG,이건욱,2400,
8406,2014,KIA,이경록,2800,
8407,2004,DOOSAN,이경민,2000,-
8408,2003,LG,이경민,-,
8409,2016,LOTTE,이경우,2800,2700
8410,2015,LOTTE,이경우,2700,-
8411,2014,LOTTE,이경우,-,2400
8412,2012,LOTTE,이경우,2400,2400
8413,2011,LOTTE,이경우,2400,
8414,2005,KIA,이경원,2100,2100
8415,2004,KIA,이경원,2100,1800
8416,2003,KIA,이경원,1800,
8417,2017,SK/SSG,이경재,-,-
8418,2016,SK/SSG,이경재,-,-
8419,2015,SK/SSG,이경재,-,2400
8420,2014,SK/SSG,이경재,2400,2400
8421,2013,SK/SSG,이경재,2400,
8422,2007,DOOSAN,이경필,-,7000
8423,2004,DOOSAN,이경필,7000,4500
8424,2003,DOOSAN,이경필,4500,5500
8425,2002,DOOSAN,이경필,5500,6000
8426,2001,DOOSAN,이경필,6000,
8427,2008,DOOSAN,이경환,2200,2000
8428,2003,DOOSAN,이경환,2000,
8429,2009,LG,이경환,2200,2200
8430,2005,LOTTE,이계성,-,-
8431,2004,LOTTE,이계성,-,-
8432,2003,LOTTE,이계성,-,-
8433,2002,LOTTE,이계성,-,-
8434,2001,LOTTE,이계성,-,
8435,2001,DOOSAN,이광우,9750,
8436,2002,LG,이광우,9000,9750
8437,2025,DOOSAN,이교훈,3800,3300
8438,2024,DOOSAN,이교훈,3300,3300
8439,2022,DOOSAN,이교훈,3300,3100
8440,2021,DOOSAN,이교훈,3100,2700
8441,2020,DOOSAN,이교훈,2700,2700
8442,2019,DOOSAN,이교훈,2700,
8443,2020,KT,이구름,2700,
8444,2018,NC,이국필,2700,
8445,2011,SAMSUNG,이규대,2400,
8446,2001,HYUNDAI,이근용,2000,
8447,2024,KT,이근혁,3000,
8448,2023,DOOSAN,이기석,3000,
8449,2024,SK/SSG,이기순,3100,3000
8450,2023,SK/SSG,이기순,3000,3000
8451,2022,SK/SSG,이기순,3000,
8452,2022,SAMSUNG,이기용,-,3000
8453,2021,SAMSUNG,이기용,3000,
8454,2025,HANWHA,이기창,3000,3000
8455,2024,HANWHA,이기창,3000,
8456,2018,LG,이나현,2700,
8457,2009,DOOSAN,이대수,8700,9500
8458,2008,DOOSAN,이대수,9500,4500
8459,2007,DOOSAN,이대수,4500,4500
8460,2018,SK/SSG,이대수,7000,35000
8461,2017,SK/SSG,이대수,35000,35000
8462,2016,SK/SSG,이대수,35000,35000
8463,2015,SK/SSG,이대수,35000,35000
8464,2014,SK/SSG,이대수,35000,14000
8465,2006,SK/SSG,이대수,4500,2900
8466,2005,SK/SSG,이대수,2900,2100
8467,2004,SK/SSG,이대수,2100,1800
8468,2003,SK/SSG,이대수,1800,-
8469,2002,SK/SSG,이대수,-,-
8470,2001,SK/SSG,이대수,-,
8471,2013,HANWHA,이대수,14000,14000
8472,2012,HANWHA,이대수,14000,9000
8473,2011,HANWHA,이대수,9000,8000
8474,2010,HANWHA,이대수,8000,8700
8475,2021,KT,이대은,5000,10000
8476,2020,KT,이대은,10000,2700
8477,2019,KT,이대은,2700,
8478,2002,LOTTE,이대일,1800,-
8479,2001,LOTTE,이대일,-,
8480,2005,KIA,이대진,-,7000
8481,2001,KIA,이대진,-,
8482,2002,KIA,이대진,11500,-
8483,2010,KIA,이대진,11000,10000
8484,2009,KIA,이대진,10000,8000
8485,2003,KIA,이대진,8500,11500
8486,2008,KIA,이대진,8000,6300
8487,2006,KIA,이대진,7000,-
8488,2004,KIA,이대진,7000,8500
8489,2007,KIA,이대진,6300,7000
8490,2012,LG,이대진,5000,11000
8491,2011,LG,이대진,11000,11000
8492,2006,DOOSAN,이대현,2100,-
8493,2005,DOOSAN,이대현,-,-
8494,2001,DOOSAN,이대현,-,
8495,2014,KIA,이대형,30000,8500
8496,2013,LG,이대형,8500,8500
8497,2012,LG,이대형,8500,14000
8498,2011,LG,이대형,14000,12000
8499,2010,LG,이대형,12000,9500
8500,2009,LG,이대형,9500,8000
8501,2008,LG,이대형,8000,3800
8502,2007,LG,이대형,3800,3800
8503,2006,LG,이대형,3800,2600
8504,2005,LG,이대형,2600,2000
8505,2004,LG,이대형,2000,2000
8506,2003,LG,이대형,2000,
8507,2019,KT,이대형,20000,20000
8508,2018,KT,이대형,20000,30000
8509,2017,KT,이대형,30000,30000
8510,2016,KT,이대형,30000,30000
8511,2015,KT,이대형,30000,30000
8512,2022,LOTTE,이대호,80000,80000
8513,2021,LOTTE,이대호,80000,250000
8514,2020,LOTTE,이대호,250000,250000
8515,2019,LOTTE,이대호,250000,250000
8516,2018,LOTTE,이대호,250000,250000
8517,2017,LOTTE,이대호,250000,63000
8518,2011,LOTTE,이대호,63000,39000
8519,2010,LOTTE,이대호,39000,36000
8520,2009,LOTTE,이대호,36000,36000
8521,2008,LOTTE,이대호,36000,32000
8522,2007,LOTTE,이대호,32000,13000
8523,2006,LOTTE,이대호,13000,7000
8524,2005,LOTTE,이대호,7000,3700
8525,2004,LOTTE,이대호,3700,3200
8526,2003,LOTTE,이대호,3200,2000
8527,2002,LOTTE,이대호,2000,2000
8528,2001,LOTTE,이대호,2000,
8529,2013,KIA,이대환,3700,3700
8530,2005,HYUNDAI,이대환,3200,2700
8531,2004,HYUNDAI,이대환,2700,2200
8532,2003,HYUNDAI,이대환,2200,2000
8533,2002,HYUNDAI,이대환,2000,
8534,2015,NC,이대환,2700,3700
8535,2012,LG,이대환,3700,3500
8536,2011,LG,이대환,3500,3300
8537,2010,HEROES,이대환,3300,3300
8538,2009,HEROES,이대환,3300,3200
8539,2025,SK/SSG,이도우,3000,
8540,2010,LOTTE,이도윤,2700,
8541,2025,HANWHA,이도윤,11000,7500
8542,2024,HANWHA,이도윤,7500,3400
8543,2023,HANWHA,이도윤,3400,3400
8544,2022,HANWHA,이도윤,3400,3200
8545,2021,HANWHA,이도윤,3200,3000
8546,2020,HANWHA,이도윤,3000,2700
8547,2018,HANWHA,이도윤,2700,2700
8548,2015,HANWHA,이도윤,2700,2700
8549,2025,KIA,이도현,3000,3000
8550,2024,KIA,이도현,3000,3000
8551,2023,KIA,이도현,3000,3000
8552,2021,NC,이도현,3000,2700
8553,2018,NC,이도현,2700,
8554,2001,DOOSAN,이도형,-,
8555,2010,HANWHA,이도형,-,-
8556,2009,HANWHA,이도형,-,-
8557,2008,HANWHA,이도형,-,-
8558,2007,HANWHA,이도형,-,-
8559,2006,HANWHA,이도형,-,-
8560,2005,HANWHA,이도형,-,-
