Year,Team,Name,Salary,Prev_Salary,is_rookie
2003,LG,권용관,6000,6500,X
2002,LG,권용관,6500,3200,X
2001,LG,권용관,3200,2000,X
2020,HANWHA,권용우,3000,2700,X
2019,HANWHA,권용우,2700,2700,X
2017,HANWHA,권용우,2700,2700,X
2016,HANWHA,권용우,2700,2700,X
2015,HANWHA,권용우,2700,NaN,O
2017,KIA,권유식,2900,NaN,O
2006,KIA,권윤민,2000,NaN,O
2022,NC,권정웅,4000,4000,X
2021,NC,권정웅,4000,4000,X
2020,SAMSUNG,권정웅,4000,4000,X
2019,SAMSUNG,권정웅,4000,4500,X
2017,SAMSUNG,권정웅,4500,3000,X
2016,SAMSUNG,권정웅,3000,2700,X
2015,SAMSUNG,권정웅,2700,NaN,O
2007,HANWHA,권준헌,15000,15000,X
2006,HANWHA,권준헌,15000,12000,X
2005,HANWHA,권준헌,12000,11000,X
2003,HANWHA,권준헌,11000,5600,X
2002,HYUNDAI,권준헌,5600,4000,X
2001,HYUNDAI,권준헌,4000,4000,X
2014,HEROES,권택형,2700,2400,X
2013,HEROES,권택형,2400,NaN,O
2019,DOOSAN,권혁,19000,20000,X
2018,DOOSAN,권혁,20000,45000,X
2017,HANWHA,권혁,45000,45000,X
2016,HANWHA,권혁,45000,45000,X
2015,HANWHA,권혁,45000,45000,X
2014,HANWHA,권혁,45000,26000,X
2013,SAMSUNG,권혁,26000,26000,X
2012,SAMSUNG,권혁,26000,22000,X
2011,SAMSUNG,권혁,22000,19000,X
2010,SAMSUNG,권혁,19000,15500,X
2009,SAMSUNG,권혁,15500,10500,X
2008,SAMSUNG,권혁,10500,9500,X
2007,SAMSUNG,권혁,9500,5500,X
2006,SAMSUNG,권혁,5500,5000,X
2005,SAMSUNG,권혁,5000,3000,X
2004,SAMSUNG,권혁,3000,3000,X
2003,SAMSUNG,권혁,3000,2000,X
2002,SAMSUNG,권혁,2000,2000,X
2001,SAMSUNG,권혁,2000,NaN,O
2023,KIA,권혁경,3200,3200,X
2021,KIA,권혁경,3200,3000,X
2020,KIA,권혁경,3000,NaN,O
2024,HEROES,권혁빈,3000,NaN,O
2020,SK/SSG,권혁찬,3000,NaN,O
2023,HANWHA,권현,3000,NaN,O
2024,SAMSUNG,권현우,3000,NaN,O
2024,DOOSAN,권휘,3700,3000,X
2023,DOOSAN,권휘,3000,3700,X
2021,DOOSAN,권휘,3700,3200,X
2020,DOOSAN,권휘,3200,2700,X
2019,DOOSAN,권휘,2700,NaN,O
2024,NC,권희동,22500,15000,X
2023,NC,권희동,15000,9000,X
2022,NC,권희동,9000,11000,X
2021,NC,권희동,11000,17000,X
2020,NC,권희동,17000,13500,X
2019,NC,권희동,13500,14000,X
2018,NC,권희동,14000,13000,X
2017,NC,권희동,13000,6800,X
2016,NC,권희동,6800,6800,X
2015,NC,권희동,6800,5100,X
2013,NC,권희동,5100,2400,X
2012,NC,권희동,2400,NaN,O
2011,KIA,권희석,2600,NaN,O
2010,SK/SSG,글로버,25000,30000,X
2009,SK/SSG,글로버,30000,17000,X
2008,SK/SSG,글로버,17000,NaN,X
2019,KT,금민철,15000,15000,X
2018,KT,금민철,15000,8000,X
2017,KT,금민철,8000,7300,X
2016,HEROES,금민철,7300,7900,X
2015,HEROES,금민철,7900,8800,X
2014,HEROES,금민철,8800,8000,X
2013,HEROES,금민철,8000,9500,X
2010,HEROES,금민철,9500,6000,X
2009,HEROES,금민철,6000,6000,X
2008,DOOSAN,금민철,6000,4700,X
2007,DOOSAN,금민철,4700,3600,X
2006,DOOSAN,금민철,3600,3000,X
2005,DOOSAN,금민철,3000,2000,X
2004,DOOSAN,금민철,2000,NaN,O
2023,LOTTE,기민성,3000,NaN,O
2020,SK/SSG,길지석,3000,2700,X
2019,SK/SSG,길지석,2700,NaN,O
2015,HANWHA,길태곤,2700,2400,X
2013,HANWHA,길태곤,2400,NaN,O
2014,DOOSAN,김강,3000,3000,X
2013,DOOSAN,김강,3000,2800,X
2010,HANWHA,김강,2800,2500,X
2009,HANWHA,김강,2500,2300,X
2008,HANWHA,김강,2300,2000,X
2007,HANWHA,김강,2000,2000,X
2006,HANWHA,김강,2000,NaN,O
2017,HANWHA,김강래,2700,NaN,O
2024,LG,김강률,10000,15000,X
2023,DOOSAN,김강률,15000,20000,X
2022,DOOSAN,김강률,20000,22500,X
2021,DOOSAN,김강률,22500,11000,X
2020,DOOSAN,김강률,11000,15000,X
2019,DOOSAN,김강률,15000,19000,X
2018,DOOSAN,김강률,19000,15000,X
2017,DOOSAN,김강률,15000,6200,X
2016,DOOSAN,김강률,6200,6200,X
2015,DOOSAN,김강률,6200,5600,X
2014,DOOSAN,김강률,5600,6000,X
2013,DOOSAN,김강률,6000,5000,X
2012,DOOSAN,김강률,5000,3300,X
2011,DOOSAN,김강률,3300,2400,X
2010,DOOSAN,김강률,2400,2000,X
2007,DOOSAN,김강률,2000,2000,X
2006,DOOSAN,김강률,2000,NaN,O
2023,HANWHA,김강민,11000,16000,X
2022,SK/SSG,김강민,16000,16000,X
2021,SK/SSG,김강민,16000,20000,X
2020,SK/SSG,김강민,20000,35000,X
2019,SK/SSG,김강민,35000,40000,X
2018,SK/SSG,김강민,40000,60000,X
2017,SK/SSG,김강민,60000,60000,X
2016,SK/SSG,김강민,60000,60000,X
2015,SK/SSG,김강민,60000,60000,X
2014,SK/SSG,김강민,60000,30000,X
2013,SK/SSG,김강민,30000,19000,X
2011,SK/SSG,김강민,19000,20000,X
2010,SK/SSG,김강민,20000,12000,X
2009,SK/SSG,김강민,12000,9500,X
2008,SK/SSG,김강민,9500,7000,X
2007,SK/SSG,김강민,7000,3400,X
2006,SK/SSG,김강민,3400,2400,X
2005,SK/SSG,김강민,2400,2200,X
2004,SK/SSG,김강민,2200,2000,X
2003,SK/SSG,김강민,2000,1800,X
2002,SK/SSG,김강민,1800,1800,X
2001,SK/SSG,김강민,1800,NaN,O
2009,HANWHA,김강석,2400,2000,X
2008,HANWHA,김강석,2000,NaN,O
2024,LOTTE,김강현,4000,3200,X
2023,LOTTE,김강현,3200,3000,X
2022,LOTTE,김강현,3000,3000,X
2021,LOTTE,김강현,3000,3000,X
2020,LOTTE,김강현,3000,2700,X
2019,LOTTE,김강현,2700,NaN,O
2024,HANWHA,김건,3200,3200,X
2023,HANWHA,김건,3200,3100,X
2022,HANWHA,김건,3100,3100,X
2021,HANWHA,김건,3100,NaN,X
2024,KIA,김건국,4500,4000,X
2023,KIA,김건국,4000,3000,X
2022,KIA,김건국,3000,6000,X
2020,LOTTE,김건국,6000,5400,X
2019,LOTTE,김건국,5400,3000,X
2018,LOTTE,김건국,3000,2700,X
2017,LOTTE,김건국,2700,2700,X
2016,LOTTE,김건국,2700,2600,X
2015,KT,김건국,2600,NaN,O
2024,SK/SSG,김건우,3000,3000,X
2023,SK/SSG,김건우,3000,3000,X
2021,SK/SSG,김건우,3100,3000,X
2021,LOTTE,김건우,3000,3000,X
2020,SK/SSG,김건우,3000,2700,X
2019,LOTTE,김건우,2700,NaN,O
2023,KT,김건웅,3000,3000,X
2023,KT,김건웅,3000,3000,X
2022,SK/SSG,김건웅,3000,NaN,O
2022,KT,김건웅,3000,NaN,O
2023,SK/SSG,김건이,3000,3000,X
2022,SK/SSG,김건이,3000,NaN,O
2021,NC,김건태,5300,8000,X
2020,NC,김건태,8000,9000,X
2019,NC,김건태,9000,5700,X
2018,NC,김건태,5700,4500,X
2017,NC,김건태,4500,4200,X
2016,HEROES,김건태,4200,3400,X
2015,HEROES,김건태,3400,NaN,X
2013,SAMSUNG,김건필,2500,NaN,O
2015,SAMSUNG,김건한,6000,7000,X
2014,SAMSUNG,김건한,7000,6500,X
2013,SAMSUNG,김건한,6500,NaN,X
2024,KT,김건형,3300,3000,X
2023,KT,김건형,3000,3000,X
2020,KT,김건형,3000,NaN,O
2024,HEROES,김건희,5200,3200,X
2023,HEROES,김건희,3200,3000,X
2022,HEROES,김건희,3000,NaN,O
2020,SAMSUNG,김결의,3000,2800,X
2017,SAMSUNG,김결의,2800,2800,X
2016,SAMSUNG,김결의,2800,2700,X
2015,SAMSUNG,김결의,2700,NaN,O
2022,HANWHA,김겸재,3000,3000,X
2021,HANWHA,김겸재,3000,NaN,O
2012,SK/SSG,김경근,2400,NaN,O
2017,NC,김경년,2700,NaN,O
2013,SAMSUNG,김경모,2700,2500,X
2011,SAMSUNG,김경모,2500,NaN,O
2020,SAMSUNG,김경민,3100,2700,X
2020,SAMSUNG,김경민,3100,2700,X
2019,SAMSUNG,김경민,2700,NaN,O
2019,KT,김경민,2700,NaN,O
2007,HANWHA,김경선,2300,2000,X
2006,HANWHA,김경선,2000,NaN,O
2016,HANWHA,김경언,20000,20000,X
2015,HANWHA,김경언,20000,15000,X
2014,HANWHA,김경언,15000,5800,X
2013,HANWHA,김경언,5800,5000,X
2012,HANWHA,김경언,5000,NaN,X
2006,KIA,김경진,3000,3300,X
2005,KIA,김경진,3300,3100,X
2004,KIA,김경진,3100,2800,X
2003,KIA,김경진,2800,1300,X
2002,KIA,김경진,1300,NaN,O
2013,KIA,김경탁,2400,NaN,O
2019,HANWHA,김경태,3600,3700,X
2018,HANWHA,김경태,3700,4000,X
2017,HANWHA,김경태,4000,3200,X
2016,HANWHA,김경태,3200,3000,X
2015,HANWHA,김경태,3000,2400,X
2009,HANWHA,김경태,2400,4000,X
2008,LG,김경태,4000,3500,X
2006,SK/SSG,김경태,3500,4000,X
2005,SK/SSG,김경태,4000,3600,X
2004,SK/SSG,김경태,3600,2200,X
2003,SK/SSG,김경태,2200,2200,X
2002,DOOSAN,김경태,2200,2300,X
2001,DOOSAN,김경태,2300,2300,X
2020,SK/SSG,김경호,3000,2900,X
2019,SK/SSG,김경호,2900,2700,X
2018,DOOSAN,김경호,2700,2700,X
2017,DOOSAN,김경호,2700,NaN,O
2022,HANWHA,김관우,3000,NaN,O
2019,HANWHA,김관호,2700,NaN,O
2019,HANWHA,김광명,2700,NaN,O
2014,LG,김광삼,5500,7000,X
2013,LG,김광삼,7000,7000,X
2011,LG,김광삼,7000,8000,X
2010,LG,김광삼,8000,5800,X
2009,LG,김광삼,5800,5800,X
2008,LG,김광삼,5800,5800,X
2007,LG,김광삼,5800,6000,X
2006,LG,김광삼,6000,8000,X
2005,LG,김광삼,8000,7000,X
2004,LG,김광삼,7000,5500,X
2003,LG,김광삼,5500,2000,X
2002,LG,김광삼,2000,NaN,O
2017,LG,김광수,2700,11000,X
2017,LG,김광수,2700,2700,X
2016,LG,김광수,2700,10000,X
2016,KIA,김광수,11000,10000,X
2015,KIA,김광수,10000,7000,X
2014,KIA,김광수,7000,8000,X
2013,HANWHA,김광수,8000,7000,X
2012,HANWHA,김광수,7000,9000,X
2011,HANWHA,김광수,9000,5200,X
2010,HANWHA,김광수,5200,5200,X
2009,LG,김광수,5200,3700,X
2008,LG,김광수,3700,4000,X
2007,LG,김광수,4000,4000,X
2003,LG,김광수,4000,2200,X
2002,LG,김광수,2200,2100,X
2001,LG,김광수,2100,NaN,O
2013,KIA,김광연,2600,NaN,O
2004,LG,김광우,3000,3000,X
2003,LG,김광우,3000,2000,X
2002,LG,김광우,2000,NaN,O
2024,SK/SSG,김광현,300000,100000,X
2023,SK/SSG,김광현,100000,100000,X
2022,SK/SSG,김광현,100000,810000,X
2021,SK/SSG,김광현,810000,150000,X
2018,SK/SSG,김광현,150000,140000,X
2017,SK/SSG,김광현,140000,90000,X
2016,SK/SSG,김광현,90000,85000,X
2015,SK/SSG,김광현,85000,60000,X
2014,SK/SSG,김광현,60000,27000,X
2013,SK/SSG,김광현,27000,24000,X
2012,SK/SSG,김광현,24000,25000,X
2011,SK/SSG,김광현,25000,27000,X
2010,SK/SSG,김광현,27000,17500,X
2009,SK/SSG,김광현,17500,13000,X
2008,SK/SSG,김광현,13000,4000,X
2007,SK/SSG,김광현,4000,2000,X
2006,SK/SSG,김광현,2000,NaN,O
2002,LG,김광희,1800,NaN,O
2021,SK/SSG,김교람,3000,2700,X
2019,SK/SSG,김교람,2700,NaN,O
2022,SK/SSG,김규남,3000,3000,X
2021,SK/SSG,김규남,3000,3000,X
2020,SK/SSG,김규남,3000,2700,X
2018,SK/SSG,김규남,2700,NaN,O
2023,KT,김규대,3000,NaN,O
2024,SK/SSG,김규민,3000,3000,X
2023,SK/SSG,김규민,3000,5400,X
2019,HEROES,김규민,5400,5800,X
2018,HEROES,김규민,5800,2900,X
2017,HEROES,김규민,2900,2700,X
2016,HEROES,김규민,2700,2700,X
2015,HEROES,김규민,2700,NaN,O
2024,KIA,김규성,6500,5500,X
2023,KIA,김규성,5500,4500,X
2022,KIA,김규성,4500,4300,X
2021,KIA,김규성,4300,4500,X
2020,KIA,김규성,4500,2900,X
2019,KIA,김규성,2900,2800,X
2016,KIA,김규성,2800,2700,X
2015,KIA,김규성,2700,NaN,O
2024,HANWHA,김규연,5300,4100,X
2023,HANWHA,김규연,4100,3100,X
2022,HANWHA,김규연,3100,3000,X
2021,HANWHA,김규연,3000,3000,X
2020,HANWHA,김규연,3000,NaN,O
2011,HANWHA,김기남,2400,NaN,O
2001,SK/SSG,김기덕,6700,7200,X
2024,DOOSAN,김기연,11000,4000,X
2023,DOOSAN,김기연,4000,3500,X
2022,LG,김기연,3500,3000,X
2021,LG,김기연,3000,3000,X
2020,LG,김기연,3000,2800,X
2018,LG,김기연,2800,2700,X
2017,LG,김기연,2700,2700,X
2016,LG,김기연,2700,2700,X
2015,LG,김기연,2700,NaN,O
2022,LOTTE,김기준,3000,NaN,O
2024,HANWHA,김기중,6000,4400,X
2023,HANWHA,김기중,4400,3600,X
2022,HANWHA,김기중,3600,3900,X
2021,HANWHA,김기중,3900,3000,X
2020,HANWHA,김기중,3000,NaN,O
2021,HANWHA,김기탁,3500,3300,X
2020,HANWHA,김기탁,3300,2700,X
2019,HANWHA,김기탁,2700,2700,X
2016,HANWHA,김기탁,2700,NaN,O
2017,SAMSUNG,김기태,4500,6500,X
2016,SAMSUNG,김기태,6500,4000,X
2015,SAMSUNG,김기태,4000,3500,X
2014,SAMSUNG,김기태,3500,3200,X
2013,SAMSUNG,김기태,3200,3000,X
2012,SAMSUNG,김기태,3000,2400,X
2011,SAMSUNG,김기태,2400,2200,X
2007,SAMSUNG,김기태,2200,2100,X
2006,SAMSUNG,김기태,2100,NaN,O
2004,SK/SSG,김기태,25000,20000,X
2003,SK/SSG,김기태,20000,20000,X
2002,SK/SSG,김기태,20000,20000,X
2001,SK/SSG,김기태,20000,20000,X
2014,KT,김기표,3500,3900,X
2013,LG,김기표,3900,NaN,X
2015,SK/SSG,김기현,3000,3300,X
2015,SK/SSG,김기현,3000,2800,X
2014,SK/SSG,김기현,2800,2400,X
2014,HANWHA,김기현,3300,2400,X
2013,HANWHA,김기현,2400,2000,X
2008,SK/SSG,김기현,2000,2000,X
2006,SK/SSG,김기현,2000,NaN,O
2021,NC,김기환,4500,3000,X
2020,NC,김기환,3000,2700,X
2019,NC,김기환,2700,2700,X
2018,SAMSUNG,김기환,2700,2700,X
2014,SAMSUNG,김기환,2700,NaN,O
2024,KIA,김기훈,5500,4000,X
2023,KIA,김기훈,4000,5000,X
2022,KIA,김기훈,5000,4000,X
2021,KIA,김기훈,4000,4000,X
2020,KIA,김기훈,4000,3500,X
2019,KIA,김기훈,3500,2700,X
2018,KIA,김기훈,2700,NaN,O
2016,LOTTE,김남길,2700,2700,X
2015,LOTTE,김남길,2700,NaN,O
2011,HEROES,김남형,2400,2000,X
2007,HEROES,김남형,2000,NaN,O
2022,NC,김녹원,3000,3000,X
2021,NC,김녹원,3000,NaN,O
2017,KIA,김다원,4000,6000,X
2016,KIA,김다원,6000,7000,X
2015,KIA,김다원,7000,5600,X
2014,KIA,김다원,5600,2800,X
2013,KIA,김다원,2800,3000,X
2010,KIA,김다원,3000,NaN,O
2023,LG,김단우,3000,3000,X
2022,LG,김단우,3000,3000,X
2021,LG,김단우,3000,NaN,O
2017,KT,김달환,2700,NaN,O
2019,LOTTE,김대륙,3800,3400,X
2016,LOTTE,김대륙,3400,3200,X
2015,LOTTE,김대륙,3200,2700,X
2014,LOTTE,김대륙,2700,NaN,O
2024,SAMSUNG,김대우,10000,10000,X
2023,SAMSUNG,김대우,10000,7000,X
2022,SAMSUNG,김대우,7000,12000,X
2022,SAMSUNG,김대우,7000,6500,X
2021,SAMSUNG,김대우,12000,15500,X
2021,LOTTE,김대우,6500,15500,X
2021,SAMSUNG,김대우,12000,5000,X
2021,LOTTE,김대우,6500,5000,X
2020,SAMSUNG,김대우,15500,11500,X
2020,LOTTE,김대우,5000,11500,X
2020,SAMSUNG,김대우,15500,2900,X
2020,LOTTE,김대우,5000,2900,X
2019,SAMSUNG,김대우,11500,12000,X
2019,LOTTE,김대우,2900,12000,X
2019,SAMSUNG,김대우,11500,2900,X
2019,LOTTE,김대우,2900,2900,X
2018,SAMSUNG,김대우,12000,12000,X
2018,LOTTE,김대우,2900,12000,X
2018,SAMSUNG,김대우,12000,2900,X
2018,LOTTE,김대우,2900,2900,X
2017,SAMSUNG,김대우,12000,15000,X
2017,LOTTE,김대우,2900,15000,X
2017,SAMSUNG,김대우,12000,3000,X
2017,LOTTE,김대우,2900,3000,X
2016,SAMSUNG,김대우,15000,11000,X
2016,LOTTE,김대우,3000,11000,X
2016,SAMSUNG,김대우,15000,3800,X
2016,LOTTE,김대우,3000,3800,X
2015,SAMSUNG,김대우,11000,5500,X
2015,LOTTE,김대우,3800,5500,X
2015,SAMSUNG,김대우,11000,3500,X
2015,LOTTE,김대우,3800,3500,X
2014,LOTTE,김대우,3500,3500,X
2014,HEROES,김대우,5500,3500,X
2014,LOTTE,김대우,3500,2700,X
2014,HEROES,김대우,5500,2700,X
2013,LOTTE,김대우,3500,2500,X
2013,HEROES,김대우,2700,2500,X
2012,LOTTE,김대우,2500,2400,X
2011,LOTTE,김대우,2400,2400,X
2010,HEROES,김대우,2400,2400,X
2009,LOTTE,김대우,2400,2000,X
2008,LOTTE,김대우,2000,2000,X
2007,LOTTE,김대우,2000,NaN,O
2023,LG,김대원,3000,1700,X
2001,HANWHA,김대원,1700,NaN,O
2024,KIA,김대유,12000,11000,X
2023,KIA,김대유,11000,16000,X
2022,KIA,김대유,16000,12500,X
2021,LG,김대유,12500,4000,X
2020,LG,김대유,4000,4500,X
2019,LG,김대유,4500,3000,X
2018,KT,김대유,3000,3000,X
2017,SK/SSG,김대유,3000,2700,X
2016,SK/SSG,김대유,2700,2700,X
2014,SK/SSG,김대유,2700,2400,X
2013,SK/SSG,김대유,2400,NaN,O
2009,HEROES,김대유,2400,NaN,O
2006,SAMSUNG,김대익,10000,10000,X
2005,SAMSUNG,김대익,10000,9000,X
2004,SAMSUNG,김대익,9000,8700,X
2003,SAMSUNG,김대익,8700,8700,X
2002,LOTTE,김대익,8700,8300,X
2001,LOTTE,김대익,8300,7700,X
2024,DOOSAN,김대한,4200,3700,X
2023,DOOSAN,김대한,3700,4500,X
2022,DOOSAN,김대한,4500,3000,X
2022,DOOSAN,김대한,4500,3000,X
2021,HEROES,김대한,3000,2800,X
2021,DOOSAN,김대한,3000,2800,X
2019,DOOSAN,김대한,2800,2700,X
2018,DOOSAN,김대한,2700,NaN,O
2024,LG,김대현,7500,5700,X
2024,LG,김대현,7500,3000,X
2023,LOTTE,김대현,3000,6200,X
2023,LG,김대현,5700,6200,X
2022,LG,김대현,6200,2700,X
2021,KT,김대현,2700,8000,X
2021,KT,김대현,2700,3000,X
2021,KT,김대현,2700,2700,X
2020,LG,김대현,3000,12000,X
2020,LG,김대현,8000,12000,X
2020,KT,김대현,2700,12000,X
2019,LG,김대현,12000,6400,X
2018,LG,김대현,6400,7000,X
2017,LG,김대현,7000,3000,X
2016,LG,김대현,3000,2700,X
2015,LG,김대현,2700,NaN,O
2024,SAMSUNG,김대호,3300,3000,X
2023,SAMSUNG,김대호,3000,NaN,O
2007,DOOSAN,김덕윤,4000,4400,X
2006,DOOSAN,김덕윤,4400,2800,X
2005,DOOSAN,김덕윤,2800,2800,X
2004,SAMSUNG,김덕윤,2800,2000,X
2003,SAMSUNG,김덕윤,2000,NaN,O
2020,DOOSAN,김도경,3000,NaN,O
2024,LOTTE,김도규,4000,8000,X
2023,LOTTE,김도규,8000,9500,X
2022,LOTTE,김도규,9500,5700,X
2021,LOTTE,김도규,5700,3000,X
2020,LOTTE,김도규,3000,2700,X
2017,LOTTE,김도규,2700,NaN,O
2024,HANWHA,김도빈,3100,3000,X
2023,HANWHA,김도빈,3000,NaN,O
2024,KIA,김도영,50000,10000,X
2023,KIA,김도영,10000,5000,X
2022,KIA,김도영,5000,3000,X
2021,KIA,김도영,3000,2900,X
2017,KT,김도영,2900,2700,X
2016,KT,김도영,2700,2700,X
2015,KT,김도영,2700,NaN,O
2023,KIA,김도월,3000,3000,X
2022,KIA,김도월,3000,NaN,O
2024,LG,김도윤,3000,3100,X
2024,DOOSAN,김도윤,3100,3100,X
2024,LG,김도윤,3000,3000,X
2024,DOOSAN,김도윤,3100,3000,X
2023,LG,김도윤,3000,3100,X
2023,DOOSAN,김도윤,3100,3100,X
2021,DOOSAN,김도윤,3100,3000,X
2020,DOOSAN,김도윤,3000,NaN,O
2024,KIA,김도현,9000,3500,X
2023,KIA,김도현,3500,3000,X
2022,SK/SSG,김도현,3000,3500,X
2022,SK/SSG,김도현,3000,3000,X
2021,SK/SSG,김도현,3000,3000,X
2021,KIA,김도현,3500,3000,X
2020,KT,김도현,3000,3000,X
2018,DOOSAN,김도현,3000,3200,X
2017,DOOSAN,김도현,3200,3200,X
2016,SK/SSG,김도현,3200,2800,X
2013,SK/SSG,김도현,2800,2400,X
2012,SK/SSG,김도현,2400,2400,X
2011,SK/SSG,김도현,2400,NaN,O
2024,SAMSUNG,김도환,4700,5000,X
2023,SAMSUNG,김도환,5000,5000,X
2022,SAMSUNG,김도환,5000,5200,X
2020,SAMSUNG,김도환,5200,5000,X
2020,SAMSUNG,김도환,5200,2700,X
2019,SAMSUNG,김도환,5000,2700,X
2019,LG,김도환,2700,2700,X
2018,SAMSUNG,김도환,2700,2700,X
2017,NC,김도환,2700,NaN,O
2012,NC,김동건,2400,2400,X
2008,SK/SSG,김동건,2400,2200,X
2007,SK/SSG,김동건,2200,2100,X
2006,SK/SSG,김동건,2100,2000,X
2005,SK/SSG,김동건,2000,2000,X
2002,SK/SSG,김동건,2000,1900,X
2001,SK/SSG,김동건,1900,NaN,O
2024,LOTTE,김동규,3000,3100,X
2024,HEROES,김동규,3100,3100,X
2023,HEROES,김동규,3100,3000,X
2022,HEROES,김동규,3000,3000,X
2020,LOTTE,김동규,3000,2700,X
2019,LOTTE,김동규,2700,2700,X
2018,LOTTE,김동규,2700,NaN,O
2013,DOOSAN,김동길,2400,NaN,O
2015,KT,김동명,4000,4000,X
2014,KT,김동명,4000,2600,X
2012,SAMSUNG,김동명,2600,2500,X
2011,SAMSUNG,김동명,2500,NaN,O
2014,LOTTE,김동빈,2400,2400,X
2009,HANWHA,김동빈,2400,NaN,O
2008,HEROES,김동수,13000,8000,X
2007,HEROES,김동수,8000,30000,X
2006,HYUNDAI,김동수,30000,20000,X
2005,HYUNDAI,김동수,20000,20000,X
2004,HYUNDAI,김동수,20000,20000,X
2003,HYUNDAI,김동수,20000,10000,X
2002,HYUNDAI,김동수,10000,18750,X
2001,SK/SSG,김동수,18750,17000,X
2024,HEROES,김동엽,5000,8000,X
2023,SAMSUNG,김동엽,8000,9000,X
2022,SAMSUNG,김동엽,9000,15000,X
2021,SAMSUNG,김동엽,15000,21000,X
2020,SAMSUNG,김동엽,21000,13500,X
2019,SAMSUNG,김동엽,13500,18500,X
2018,SAMSUNG,김동엽,18500,11500,X
2017,SK/SSG,김동엽,11500,4700,X
2016,SK/SSG,김동엽,4700,2700,X
2015,SK/SSG,김동엽,2700,NaN,O
2013,LG,김동영,2400,2400,X
2009,HANWHA,김동영,2400,2500,X
2007,HANWHA,김동영,2500,2100,X
2006,HANWHA,김동영,2100,NaN,O
2022,LOTTE,김동우,3100,3100,X
2021,LOTTE,김동우,3100,3000,X
2020,LOTTE,김동우,3000,2700,X
2017,LOTTE,김동우,2700,NaN,O
2023,HEROES,김동욱,3000,3000,X
2022,HEROES,김동욱,3000,3100,X
2022,HEROES,김동욱,3000,3000,X
2021,LOTTE,김동욱,3000,3000,X
2021,HEROES,김동욱,3100,3000,X
2020,HEROES,김동욱,3000,2700,X
2019,HEROES,김동욱,2700,4000,X
2017,KT,김동욱,4000,3100,X
2016,KT,김동욱,3100,NaN,X
2020,HEROES,김동은,3000,2700,X
2019,HEROES,김동은,2700,3000,X
2016,KT,김동은,3000,NaN,O
2023,DOOSAN,김동주,5500,3100,X
2022,DOOSAN,김동주,3100,3000,X
2021,DOOSAN,김동주,3000,3000,X
2020,DOOSAN,김동주,3000,60000,X
2013,DOOSAN,김동주,60000,70000,X
2012,DOOSAN,김동주,70000,70000,X
2011,DOOSAN,김동주,70000,70000,X
2010,DOOSAN,김동주,70000,70000,X
2009,DOOSAN,김동주,70000,70000,X
2008,DOOSAN,김동주,70000,70000,X
2007,DOOSAN,김동주,70000,42000,X
2006,DOOSAN,김동주,42000,42000,X
2005,DOOSAN,김동주,42000,32000,X
2004,DOOSAN,김동주,32000,30000,X
2003,DOOSAN,김동주,30000,22500,X
2002,DOOSAN,김동주,22500,16500,X
2001,DOOSAN,김동주,16500,12500,X
2024,DOOSAN,김동준,3000,3000,X
2023,DOOSAN,김동준,3000,3000,X
2021,DOOSAN,김동준,3000,5600,X
2018,HEROES,김동준,5600,4900,X
2017,HEROES,김동준,4900,3000,X
2014,HEROES,김동준,3000,2400,X
2013,HEROES,김동준,2400,NaN,O
2023,SAMSUNG,김동진,4500,3300,X
2022,SAMSUNG,김동진,3300,3100,X
2021,SAMSUNG,김동진,3100,3000,X
2020,SAMSUNG,김동진,3000,NaN,O
2017,SAMSUNG,김동찬,2700,NaN,O
2019,LOTTE,김동한,4500,5000,X
2018,LOTTE,김동한,5000,6300,X
2017,LOTTE,김동한,6300,3800,X
2016,LOTTE,김동한,3800,3200,X
2015,LOTTE,김동한,3200,2700,X
2014,DOOSAN,김동한,2700,2400,X
2012,DOOSAN,김동한,2400,2400,X
2011,DOOSAN,김동한,2400,2400,X
2010,DOOSAN,김동한,2400,NaN,O
2024,HEROES,김동헌,3800,4000,X
2023,HEROES,김동헌,4000,3000,X
2022,HEROES,김동헌,3000,NaN,O
2024,LOTTE,김동혁,3300,6000,X
2024,LOTTE,김동혁,3300,3100,X
2023,LOTTE,김동혁,3100,6500,X
2023,HEROES,김동혁,6000,6500,X
2023,LOTTE,김동혁,3100,3000,X
2023,HEROES,김동혁,6000,3000,X
2022,LOTTE,김동혁,3000,6000,X
2022,HEROES,김동혁,6500,6000,X
2021,HEROES,김동혁,6000,3000,X
2020,HEROES,김동혁,3000,2700,X
2019,HEROES,김동혁,2700,NaN,O
2024,SAMSUNG,김동현,3200,3000,X
2024,LOTTE,김동현,3000,3000,X
2024,KT,김동현,3000,3000,X
2023,SAMSUNG,김동현,3000,2200,X
2008,SAMSUNG,김동현,2200,NaN,O
2017,SAMSUNG,김동호,6000,5000,X
2016,SAMSUNG,김동호,5000,2700,X
2015,SAMSUNG,김동호,2700,2800,X
2014,SAMSUNG,김동호,2800,2500,X
2001,LG,김동호,2500,NaN,O
2024,KIA,김두현,3100,3000,X
2023,KIA,김두현,3000,NaN,O
2022,HEROES,김리안,3000,3000,X
2021,HEROES,김리안,3000,NaN,O
2021,KT,김만수,3100,3100,X
2020,KT,김만수,3100,3100,X
2017,KT,김만수,3100,3000,X
2016,KT,김만수,3000,2900,X
2015,KT,김만수,2900,NaN,O
2003,LOTTE,김만윤,1900,NaN,O
